Total devices: 57
--------------------------------------------------------------------------------
ID: 184697c9-0d67-4335-a53c-9629123606ee | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: srushti12 | Type: web | Status: expired | Active: False
ID: bbe66735-6003-4b44-8eb6-f68047379ac5 | User: 6692c12b-405d-4e34-8e77-08a956a0885e | Name: Jaycall_2026 | Type: web | Status: expired | Active: False
ID: 0c7146b0-7a86-4833-a3c5-e953195102f2 | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: arati | Type: web | Status: expired | Active: False
ID: 2869c645-59e1-4939-9fb2-0f4d41e536d5 | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: Testing_2026 | Type: web | Status: expired | Active: False
ID: 19ab8a1c-b625-4305-9655-fc37ac03943b | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: ohnh78 | Type: web | Status: expired | Active: False
ID: 1ea93833-2c77-4799-abf1-0f1aa64bb557 | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: vikash | Type: web | Status: expired | Active: False
ID: 02a1bdff-a2b3-4dcd-9f95-a85133824f12 | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: omrsl123 | Type: web | Status: expired | Active: False
ID: fd0cb5b2-3f42-4355-a828-9bc84187efba | User: a4ea62f8-b476-4c80-810b-f8f681029944 | Name: om Lunge | Type: web | Status: disconnected | Active: False
ID: 21c7b381-2b77-455c-994f-01925d281986 | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: testecvbh | Type: web | Status: expired | Active: False
ID: 1a89c77c-3b93-439d-9ba4-6210691717eb | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: what12 | Type: web | Status: logged_out | Active: False
ID: 6c0d926c-38aa-4efc-ab78-964345756b8a | User: d0d7b024-8570-44c9-ac62-61d3a8b392de | Name: Official WhatsApp Cloud | Type: official | Status: connected | Active: True
ID: e813a7bf-1feb-49b1-af73-0422d6b45c4c | User: a4ea62f8-b476-4c80-810b-f8f681029944 | Name: Official WhatsApp Cloud | Type: official | Status: disconnected | Active: True
ID: d8c64c0c-f012-4047-8f14-e91f9f709154 | User: a4ea62f8-b476-4c80-810b-f8f681029944 | Name: omlunget | Type: web | Status: disconnected | Active: True
ID: 4cdc871b-7b00-4d37-a8db-716f2cefac6c | User: f017b7ed-cf4a-40b3-88ae-682a3b23d541 | Name: vikas  | Type: web | Status: connected | Active: True
ID: 4b7cb7f4-a827-4cd0-9732-f95728a7245c | User: a4ea62f8-b476-4c80-810b-f8f681029944 | Name: Himashu_test | Type: web | Status: disconnected | Active: False
